file,category,input_len,output_len,concurrency,repeat,num_prompts,completed,duration_s,total_input_tokens,total_output_tokens,request_throughput_rps,output_throughput_tps,total_token_throughput_tps,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms,nonempty_errors
concurrency_in512_out128_c32_r2.json,concurrency,512,128,32,2,50,50,6.905887104570866,25566,6400,7.2401994476431595,926.7455292983244,4628.804310867225,195.42900502681732,186.10179796814919,258.7776195257902,261.69712617993355,24.85856872257285,23.313096629118355,28.702883815436852,29.01889124606538,24.858589214602794,29.600938409566876,39.138452112674734,3352.4672327935696,3122.3113015294075,3780.294007435441,3783.7942088395357,0
concurrency_in512_out128_c32_r3.json,concurrency,512,128,32,3,50,50,6.956817656755447,25566,6400,7.187194269990286,919.9608665587566,4594.917040690189,217.90036797523499,184.96932089328766,290.21853730082506,293.12514543533325,24.932631878402294,23.54101613750608,28.720903094476604,28.937371836637887,24.932652099395362,29.344165697693825,38.91027584671975,3384.3446165323257,3170.9543243050575,3775.3326669335365,3777.932278588414,0
concurrency_in512_out128_c4_r1.json,concurrency,512,128,4,1,50,50,23.706476852297783,25566,6400,2.1091282484328193,269.9684157994009,1348.40787178807,73.17939877510071,81.59953728318214,85.04289947450161,85.49065411090851,13.819953437865248,13.856414470850954,14.160700817042448,14.224880470886943,13.819973983867902,16.497120633721337,18.83026324212551,1828.3134853839874,1832.0949003100395,1862.9897493869066,1863.4452567249537,0
concurrency_in512_out128_c4_r2.json,concurrency,512,128,4,2,50,50,23.722372829914093,25566,6400,2.107714955771609,269.78751433876596,1347.504325523905,70.97209990024567,78.59624177217484,87.00607307255268,89.54919055104256,13.841001078134447,13.86556349049403,14.153321134293172,14.228583952690672,13.84102166402997,16.093425080180165,18.625129684805884,1828.7792368233204,1833.5867188870907,1862.7064600586891,1864.7385415434837,0
concurrency_in512_out128_c4_r3.json,concurrency,512,128,4,3,50,50,23.932776480913162,25566,6400,2.0891850989322505,267.41569266332806,1335.6578174493663,71.98062643408775,78.86788621544838,85.34695133566856,86.51750832796097,13.947371506080852,13.953882262228042,14.213772097558486,14.272669510930541,13.947392309040536,16.222020983695973,18.71093332767487,1843.296807706356,1844.8777794837952,1868.6028249561787,1868.7711635231972,0
concurrency_in512_out128_c8_r1.json,concurrency,512,128,8,1,50,50,13.607651844620705,25566,6400,3.6744032380403455,470.3236144691642,2349.119478143954,94.1111558675766,100.1969575881958,111.78332008421421,113.11486899852753,14.739798337925137,14.797572515846237,15.150551882198476,15.316546520614247,14.739819402535131,17.654865607619282,21.160515248775486,1966.065544784069,1973.0217009782791,2007.9996552318335,2008.0672902613878,0
concurrency_in512_out128_c8_r2.json,concurrency,512,128,8,2,50,50,13.606148682534695,25566,6400,3.674809173898097,470.3755742589564,2349.3790010565313,94.78612944483757,101.13680362701416,106.91154152154922,107.40157641470432,14.74585947089308,14.794299158993669,15.143480418821957,15.39535084636662,14.745882532493336,17.076066508889195,20.81497818231583,1967.5102822482586,1974.1791114211082,2026.302333921194,2027.409201711416,0
concurrency_in512_out128_c8_r3.json,concurrency,512,128,8,3,50,50,13.684601426124573,25566,6400,3.6537417819526374,467.6789480899376,2335.9101960379603,105.03161832690239,112.65716701745987,117.4768541008234,127.25979954004288,14.746675663811015,14.698114128798013,15.184784176077429,15.340643070462182,14.746697054603908,16.511920094490044,21.704275682568557,1977.8594276309013,1978.334952145815,2030.969941243529,2033.597430437803,0
decoding_in512_out256_c1_r1.json,decoding,512,256,1,1,50,50,166.40006421506405,25566,12800,0.30048065327293033,76.92304723787016,230.5648148693849,41.20490938425064,41.24542698264122,45.08054070174694,46.610753610730164,12.886049062013626,12.891769876667098,13.019677421041562,13.056909223689752,12.886059609113955,14.4808541983366,17.600981593132023,3327.1474201977253,3327.7058266103268,3359.9572766572237,3372.2744838893414,0
decoding_in512_out64_c1_r1.json,decoding,512,64,1,1,50,50,42.539012402296066,25566,3200,1.1753916505429078,75.2250656347461,676.2263243903458,39.14165839552879,39.19435665011406,41.94439649581909,44.60000462830066,12.870377981000475,12.86143573030593,13.10327984392643,13.343586436812839,12.874510762671813,14.779743552207945,17.648355066776276,849.9754711985588,848.7207442522049,865.982535853982,880.3356884419917,0
prefill_in1024_out128_c1_r1.json,prefill,1024,128,1,1,50,50,85.68992730230093,51137,6400,0.583499152982213,74.68789158172326,671.4558153027518,73.49281340837479,73.80739226937294,78.3121794462204,84.37798403203486,12.90973467737671,12.904018574342953,13.065475231315208,13.1288582614557,12.909758669419551,14.536735415458672,17.541503757238395,1713.029117435217,1712.327230721712,1732.934358716011,1742.229820638895,0
prefill_in128_out128_c1_r1.json,prefill,128,128,1,1,50,50,79.57263082265854,6378,6400,0.6283567538621879,80.42966449436005,160.58285201702074,33.04066836833954,33.0624021589756,35.07254943251609,36.601830422878265,12.265591091058386,12.237736001962752,12.470220055753789,12.56431302451712,12.265611837698719,13.97226750850677,16.768697202205658,1590.7707369327545,1587.8500454127789,1616.4481043815613,1628.6325639486313,0
prefill_in2048_out128_c1_r1.json,prefill,2048,128,1,1,50,50,88.77948169410229,102319,6400,0.5631931956111156,72.0887290382228,1224.5960206728973,126.19566589593886,127.61993333697319,133.06945227086544,138.95420268177986,12.98124632732136,13.000843650478078,13.186625109648142,13.197563401474728,12.981269360761942,14.562998339533804,17.58166499435902,1774.8139494657516,1778.980527073145,1801.5827551484108,1805.5008632689714,0
