file,category,input_len,output_len,concurrency,repeat,num_prompts,completed,duration_s,total_input_tokens,total_output_tokens,request_throughput_rps,output_throughput_tps,total_token_throughput_tps,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,mean_itl_ms,p95_itl_ms,p99_itl_ms,mean_e2el_ms,p50_e2el_ms,p95_e2el_ms,p99_e2el_ms,nonempty_errors
concurrency_in512_out128_c16_r1.json,concurrency,512,128,16,1,50,50,9.164317481219769,25566,6400,5.455943675288846,698.3607904369723,3488.0939104856648,138.56219589710236,141.15819334983826,163.3275855332613,165.86280532181263,18.129464435999786,18.311909392593414,18.645405766414843,18.95193928104686,18.129485493569863,19.833718985319134,26.306599453091632,2441.0041792690754,2469.106297940016,2483.301419392228,2486.904410123825,0
concurrency_in512_out128_c16_r2.json,concurrency,512,128,16,2,50,50,9.193336121737957,25566,6400,5.438722063231572,696.1564240936412,3477.0837894652086,135.21843925118446,128.89301031827927,170.93509398400784,172.60109841823575,18.22966158742041,18.459330598904394,18.894065954671127,19.079920108041428,18.229681735667658,19.68850009143352,28.766935095191002,2450.3854608535767,2473.32563996315,2499.14422146976,2502.176653891802,0
concurrency_in512_out128_c16_r3.json,concurrency,512,128,16,3,50,50,9.192809514701366,25566,6400,5.439033618616678,696.1963031829348,3477.2829730540147,147.21240058541298,167.82472655177116,172.90999852120876,176.9452469795942,18.16127545838281,18.376972408979896,18.697567574503854,18.95759439902512,18.161295772068144,20.097827538847923,29.589974060654704,2453.6943838000298,2481.6529862582684,2513.948205858469,2514.825897887349,0
concurrency_in512_out128_c1_r1.json,concurrency,512,128,1,1,50,50,83.26059792935848,25566,6400,0.6005241524018593,76.86709150743799,383.92710111355666,40.26501953601837,39.99387100338936,44.588303565979004,47.1412619203329,12.788600357264048,12.761582715774145,13.01487072363613,13.025519208997252,12.788623371931513,14.397460594773293,17.232992276549346,1664.4172649085522,1662.0301976799965,1691.2598464637995,1692.6725438982248,0
concurrency_in512_out128_c1_r2.json,concurrency,512,128,1,2,50,50,83.39676094800234,25566,6400,0.5995436685026037,76.74158956833327,383.3002581470846,40.5496583878994,40.15594720840454,45.45625001192093,50.21406412124634,12.808235232520289,12.819184533019705,13.030476915085409,13.047900381168043,12.808257177120119,14.337255433201788,17.097680866718296,1667.1955329179764,1669.2860051989555,1693.8914436846972,1697.2523071616888,0
concurrency_in512_out128_c1_r3.json,concurrency,512,128,1,3,50,50,83.28989879786968,25566,6400,0.6003128917390264,76.84005014259537,383.7920379465943,39.90784212946892,39.688851684331894,43.63294318318367,45.64208827912807,12.796729490982267,12.780817504238893,12.970144999778176,13.030599037141311,12.796751895523448,14.299099519848824,17.32971400022507,1665.0924874842167,1663.260042667389,1687.6321237534285,1693.5107305645943,0
concurrency_in512_out128_c2_r1.json,concurrency,512,128,2,1,50,50,43.68794880062342,25566,6400,1.1444803743975847,146.49348792289084,731.6891929598638,56.56994342803955,54.0115088224411,70.23201137781143,72.50940144062042,13.309598421956613,13.302436582450792,13.581302879363534,13.599725414331505,13.309619675471088,15.853418037295341,19.19839248061181,1746.888943016529,1744.083158671856,1772.4447146058083,1774.0995022654533,0
concurrency_in512_out128_c2_r2.json,concurrency,512,128,2,2,50,50,43.477962121367455,25566,6400,1.1500079019441267,147.20101144884822,735.2230518709191,56.355026215314865,49.265120178461075,70.51268704235554,71.23626232147217,13.2443730591789,13.25186864128263,13.465714190653928,13.545621414118864,13.244394580210287,15.283646807074486,19.451609477400794,1738.3904047310352,1735.3558540344238,1761.8310116231441,1772.8991366922855,0
concurrency_in512_out128_c2_r3.json,concurrency,512,128,2,3,50,50,43.44179844111204,25566,6400,1.1509652407180608,147.3235508119118,735.8350976958707,56.01601496338844,51.381371915340424,73.12219440937042,74.28555071353912,13.236798861130017,13.226785411046247,13.503829630341116,13.52877666572417,13.236820792823327,14.844885841011997,18.43028776347637,1737.0894703269005,1739.9017810821533,1767.382638156414,1767.9551796615124,0
concurrency_in512_out128_c32_r1.json,concurrency,512,128,32,1,50,50,6.2879850417375565,25566,6400,7.951672859925176,1017.8141260704225,5083.663492807364,205.84928378462791,189.87389653921127,271.9540726393461,272.9713413119316,23.292631100951215,23.32952774063809,24.362552556113936,24.564725331316783,23.29265133133085,25.268805772066113,32.815870940685286,3164.0134336054325,3232.528980821371,3244.7339832782745,3245.8012644946575,0
concurrency_in512_out128_c32_r2.json,concurrency,512,128,32,2,50,50,6.424907676875591,25566,6400,7.782212992718802,996.1232630680066,4975.324410504984,211.38528913259506,185.52427366375923,284.4684485346079,287.61432096362114,23.55665786646483,23.7684072999973,24.29759250147136,24.49418347651564,23.55667880670292,25.791312754154205,36.47631481289864,3203.080838173628,3203.603096306324,3210.758712887764,3212.416968792677,0
concurrency_in512_out128_c32_r3.json,concurrency,512,128,32,3,50,50,6.234328053891659,25566,6400,8.020110518372299,1026.5741463516542,5127.417056605778,208.60359832644463,186.53547018766403,268.5511600226164,269.986116066575,22.94794942802332,22.807245502087078,23.580159199988753,23.84550478162728,22.947969561017405,25.197648257017136,33.404701128602284,3122.9931756854057,3156.3219875097275,3169.2875023931265,3170.01229532063,0
concurrency_in512_out128_c4_r1.json,concurrency,512,128,4,1,50,50,24.058499090373516,25566,6400,2.0782676347422857,266.01825724701257,1328.678064243438,76.02860748767853,83.36297795176506,88.8253204524517,89.23215292394161,13.9873090820519,13.979868714030335,14.256057178410959,14.339329159752591,13.987334222774805,16.759028658270836,20.07204391062261,1852.4168609082699,1854.4418439269066,1882.7632810920477,1883.8397892564535,0
concurrency_in512_out128_c4_r2.json,concurrency,512,128,4,2,50,50,23.787700921297073,25566,6400,2.1019265445377746,269.04659770083515,1343.8036784538901,76.2923663854599,82.36530795693398,90.7887578010559,91.87348052859306,13.819762149195032,13.823076642639055,14.097875881734796,14.157724210948457,13.81978355524108,15.858864784240717,19.100739359855655,1831.402159333229,1834.0919949114323,1853.5492196679115,1855.478856265545,0
concurrency_in512_out128_c4_r3.json,concurrency,512,128,4,3,50,50,23.866264782845974,25566,6400,2.095007344255135,268.16094006465727,1339.380095329193,74.14467141032219,81.59398287534714,87.08351477980614,87.80254758894444,13.894466475004286,13.922974173947583,14.169547193515019,14.182584430641079,13.894487974915918,16.052869707345955,19.229400604963306,1838.7419137358665,1847.3013117909431,1854.6052496880293,1856.1509085446596,0
concurrency_in512_out128_c8_r1.json,concurrency,512,128,8,1,50,50,13.54595272988081,25566,6400,3.6911394124169474,472.46584478936927,2359.819249146403,100.50949215888977,107.81234130263329,111.88897490501404,115.06313420832157,14.629736525101926,14.66580735534195,15.016167071156614,15.144416553767647,14.629757382034317,15.907260775566101,20.027056112885475,1958.4860308468342,1970.1271206140518,1991.4139244705439,1993.7228057533503,0
concurrency_in512_out128_c8_r2.json,concurrency,512,128,8,2,50,50,13.566606469452381,25566,6400,3.685520038676132,471.7465649505449,2356.2266711264247,95.93833014369011,97.11490571498871,118.25273782014847,121.33855573832989,14.709498217021387,14.784717184352123,15.0879968339064,15.138192514734945,14.709519701679861,16.024659946560856,20.828427299857143,1964.0446037054062,1969.3243876099586,1989.6734025329351,1990.2506199479103,0
